timestamp,machine_id,temperature_c,vibration_rms_g,rotational_speed_rpm,motor_current_a,hydraulic_pressure_bar,load_percentage,fault_label
2026-09-02 00:15:00,pump_unit_01,102.0,5.257,1483.2,8.85,135.87,69.5,bearing_overheat_wear
2026-09-02 00:30:00,pump_unit_01,55.71,1.497,1505.6,10.73,55.75,38.6,hydraulic_pressure_loss
2026-09-02 00:45:00,pump_unit_01,102.27,5.651,1479.5,9.2,135.56,67.6,bearing_overheat_wear
2026-09-02 01:00:00,pump_unit_01,58.15,2.022,1492.6,9.68,142.74,69.1,normal
2026-09-02 01:15:00,pump_unit_01,54.76,9.05,1378.2,10.35,132.73,76.0,rotor_unbalance
2026-09-02 01:30:00,pump_unit_01,67.1,1.453,1490.6,22.86,143.57,80.0,electrical_overcurrent
2026-09-02 01:45:00,pump_unit_01,60.64,9.654,1414.5,11.66,131.74,60.3,rotor_unbalance
2026-09-02 02:00:00,pump_unit_01,80.09,1.268,1502.7,26.15,146.37,64.2,electrical_overcurrent
2026-09-02 02:15:00,pump_unit_01,56.57,1.294,1503.1,9.37,55.95,26.5,hydraulic_pressure_loss
2026-09-02 02:30:00,pump_unit_01,57.5,1.872,1485.8,11.36,45.59,38.0,hydraulic_pressure_loss
2026-09-02 02:45:00,pump_unit_01,53.13,1.677,1515.4,9.37,127.94,77.7,normal
2026-09-02 03:00:00,pump_unit_01,72.0,1.219,1490.3,20.65,139.05,61.3,electrical_overcurrent
2026-09-02 03:15:00,pump_unit_01,57.45,2.416,1497.6,9.93,64.9,41.2,hydraulic_pressure_loss
2026-09-02 03:30:00,pump_unit_01,55.58,7.89,1471.5,10.06,148.34,61.4,rotor_unbalance
2026-09-02 03:45:00,pump_unit_01,91.31,6.906,1490.1,8.85,139.91,62.6,bearing_overheat_wear
2026-09-02 04:00:00,pump_unit_01,49.35,1.945,1487.2,8.15,143.92,69.6,normal
2026-09-02 04:15:00,pump_unit_01,50.39,2.051,1500.2,12.11,142.1,70.3,normal
2026-09-02 04:30:00,pump_unit_01,57.86,1.988,1513.8,9.78,47.49,43.6,hydraulic_pressure_loss
2026-09-02 04:45:00,pump_unit_01,53.51,7.538,1424.1,10.96,128.74,63.0,rotor_unbalance
2026-09-02 05:00:00,pump_unit_01,51.8,1.74,1511.7,10.0,134.85,67.7,normal
2026-09-02 05:15:00,pump_unit_01,51.58,1.527,1503.4,10.02,143.24,67.9,normal
2026-09-02 05:30:00,pump_unit_01,51.38,1.796,1491.8,9.23,132.18,72.1,normal
2026-09-02 05:45:00,pump_unit_01,51.42,1.771,1511.9,8.38,34.13,37.5,hydraulic_pressure_loss
2026-09-02 06:00:00,pump_unit_01,66.1,1.464,1501.7,27.6,142.74,66.9,electrical_overcurrent
2026-09-02 06:15:00,pump_unit_01,57.82,1.314,1461.3,11.0,145.94,61.9,normal
2026-09-02 06:30:00,pump_unit_01,55.35,2.079,1522.0,10.61,35.17,28.9,hydraulic_pressure_loss
2026-09-02 06:45:00,pump_unit_01,104.19,5.376,1512.0,9.46,144.28,71.8,bearing_overheat_wear
2026-09-02 07:00:00,pump_unit_01,102.09,6.261,1500.1,8.77,140.42,64.7,bearing_overheat_wear
2026-09-02 07:15:00,pump_unit_01,59.76,1.877,1515.3,10.21,31.92,33.8,hydraulic_pressure_loss
2026-09-02 07:30:00,pump_unit_01,75.18,1.776,1522.0,27.96,140.06,69.5,electrical_overcurrent
2026-09-02 07:45:00,pump_unit_01,54.47,7.14,1384.5,10.61,141.96,57.3,rotor_unbalance
2026-09-02 08:00:00,pump_unit_01,58.59,1.812,1482.3,9.33,141.72,70.3,normal
2026-09-02 08:15:00,pump_unit_01,58.85,1.76,1476.3,9.94,56.84,39.0,hydraulic_pressure_loss
2026-09-02 08:30:00,pump_unit_01,86.37,4.892,1489.0,10.4,141.37,61.2,bearing_overheat_wear
2026-09-02 08:45:00,pump_unit_01,78.53,1.451,1463.3,22.85,140.15,68.2,electrical_overcurrent
2026-09-01 08:00:00,pump_unit_02,56.39,2.268,1478.1,9.9,28.99,39.6,hydraulic_pressure_loss
2026-09-01 08:15:00,pump_unit_02,53.82,2.372,1495.5,11.6,37.77,39.7,hydraulic_pressure_loss
2026-09-01 08:30:00,pump_unit_02,52.52,8.97,1430.4,9.81,144.54,68.2,rotor_unbalance
2026-09-01 08:45:00,pump_unit_02,56.49,1.219,1505.0,9.41,132.79,67.6,normal
2026-09-01 09:00:00,pump_unit_02,72.39,2.049,1474.9,20.24,137.08,67.7,electrical_overcurrent
2026-09-01 09:15:00,pump_unit_02,79.24,1.232,1465.6,27.2,138.9,67.4,electrical_overcurrent
2026-09-01 09:30:00,pump_unit_02,74.57,1.448,1478.6,21.21,146.22,65.4,electrical_overcurrent
2026-09-01 09:45:00,pump_unit_02,53.05,9.75,1424.9,9.95,145.25,63.9,rotor_unbalance
2026-09-01 10:00:00,pump_unit_02,56.36,1.831,1492.8,11.47,136.89,80.4,normal
2026-09-01 10:15:00,pump_unit_02,72.63,1.821,1478.9,21.56,141.99,71.3,electrical_overcurrent
2026-09-01 10:30:00,pump_unit_02,82.8,1.959,1515.5,25.8,138.41,62.8,electrical_overcurrent
2026-09-01 10:45:00,pump_unit_02,110.63,5.454,1501.2,10.01,140.38,68.0,bearing_overheat_wear
2026-09-01 11:00:00,pump_unit_02,74.3,1.977,1477.7,27.46,144.7,73.2,electrical_overcurrent
2026-09-01 11:15:00,pump_unit_02,59.2,9.982,1406.9,10.47,125.35,70.3,rotor_unbalance
2026-09-01 11:30:00,pump_unit_02,56.67,1.451,1484.3,11.3,137.58,81.5,normal
2026-09-01 11:45:00,pump_unit_02,56.43,2.285,1497.0,9.4,64.73,43.6,hydraulic_pressure_loss
2026-09-01 12:00:00,pump_unit_02,58.24,1.81,1490.8,10.12,141.12,71.7,normal
2026-09-01 12:15:00,pump_unit_02,51.35,2.131,1488.8,9.07,142.22,70.8,normal
2026-09-01 12:30:00,pump_unit_02,55.8,2.021,1500.6,10.71,132.98,70.0,normal
2026-09-01 12:45:00,pump_unit_02,57.12,1.709,1487.8,10.9,54.54,52.7,hydraulic_pressure_loss
2026-09-01 13:00:00,pump_unit_02,57.68,8.765,1416.2,10.86,139.7,63.6,rotor_unbalance
2026-09-01 13:15:00,pump_unit_02,56.19,2.001,1489.4,10.8,141.89,60.6,normal
2026-09-01 13:30:00,pump_unit_02,53.25,1.303,1479.3,9.38,140.26,66.4,normal
2026-09-01 13:45:00,pump_unit_02,57.17,1.902,1499.7,10.53,143.08,55.4,normal
2026-09-01 14:00:00,pump_unit_02,62.6,1.811,1494.9,26.52,145.94,69.2,electrical_overcurrent
2026-09-01 14:15:00,pump_unit_02,95.89,5.82,1486.6,10.84,143.39,62.3,bearing_overheat_wear
2026-09-01 14:30:00,pump_unit_02,52.33,9.65,1383.4,10.63,135.22,70.6,rotor_unbalance
2026-09-01 14:45:00,pump_unit_02,63.56,1.387,1517.1,10.32,48.44,42.6,hydraulic_pressure_loss
2026-09-01 15:00:00,pump_unit_02,53.4,2.14,1485.3,10.15,134.64,70.7,normal
2026-09-01 15:15:00,pump_unit_02,54.73,1.741,1478.3,10.02,31.16,36.2,hydraulic_pressure_loss
2026-09-01 15:30:00,pump_unit_02,52.95,10.828,1402.2,10.08,142.16,68.4,rotor_unbalance
2026-09-01 15:45:00,pump_unit_02,49.6,1.996,1490.8,9.72,140.04,72.8,normal
2026-09-01 16:00:00,pump_unit_02,52.7,9.282,1439.0,10.6,144.87,75.5,rotor_unbalance
2026-09-01 16:15:00,pump_unit_02,56.82,1.471,1505.5,9.12,136.03,75.8,normal
2026-09-01 16:30:00,pump_unit_02,60.21,1.718,1477.7,10.01,140.51,68.5,normal
2026-09-01 16:45:00,pump_unit_02,53.74,1.906,1480.2,10.56,140.02,63.5,normal
2026-09-01 17:00:00,pump_unit_02,54.36,1.719,1521.6,10.12,57.92,27.3,hydraulic_pressure_loss
2026-09-01 17:15:00,pump_unit_02,59.84,1.751,1514.3,10.25,55.01,40.5,hydraulic_pressure_loss
2026-09-01 17:30:00,pump_unit_02,47.99,1.637,1495.2,10.75,142.37,65.7,normal
2026-09-01 17:45:00,pump_unit_02,58.61,1.855,1509.4,10.42,137.19,72.2,normal
2026-09-01 18:00:00,pump_unit_02,55.0,2.242,1458.2,9.07,134.06,65.8,normal
2026-09-01 18:15:00,pump_unit_02,49.72,1.504,1482.1,12.17,149.01,65.5,normal
2026-09-01 18:30:00,pump_unit_02,50.98,1.228,1493.2,9.4,139.58,58.4,normal
2026-09-01 18:45:00,pump_unit_02,55.52,7.641,1451.2,9.14,144.27,63.2,rotor_unbalance
2026-09-01 19:00:00,pump_unit_02,53.89,1.91,1504.2,10.09,147.66,74.0,normal
2026-09-01 19:15:00,pump_unit_02,74.7,2.38,1524.4,20.01,135.37,76.9,electrical_overcurrent
2026-09-01 19:30:00,pump_unit_02,93.62,4.931,1485.2,9.66,136.44,62.7,bearing_overheat_wear
2026-09-01 19:45:00,pump_unit_02,53.29,9.413,1425.8,8.08,133.11,57.1,rotor_unbalance
2026-09-01 20:00:00,pump_unit_02,79.33,2.187,1501.2,23.42,135.5,71.1,electrical_overcurrent
2026-09-01 20:15:00,pump_unit_02,56.98,9.182,1419.2,9.25,140.43,70.0,rotor_unbalance
2026-09-01 20:30:00,pump_unit_02,57.16,2.266,1514.2,9.4,148.42,64.8,normal
2026-09-01 20:45:00,pump_unit_02,96.6,5.331,1467.9,10.06,132.2,73.8,bearing_overheat_wear
2026-09-01 21:00:00,pump_unit_02,52.46,9.642,1429.4,10.17,148.7,65.1,rotor_unbalance
2026-09-01 21:15:00,pump_unit_02,53.43,1.785,1493.3,9.53,143.31,71.9,normal
2026-09-01 21:30:00,pump_unit_02,60.38,7.87,1391.7,10.5,136.88,68.1,rotor_unbalance
2026-09-01 21:45:00,pump_unit_02,54.24,10.411,1389.3,8.59,143.98,68.4,rotor_unbalance
2026-09-01 22:00:00,pump_unit_02,86.67,2.047,1497.5,24.14,138.03,55.2,electrical_overcurrent
2026-09-01 22:15:00,pump_unit_02,73.33,1.453,1480.5,24.1,129.58,71.7,electrical_overcurrent
2026-09-01 22:30:00,pump_unit_02,69.36,2.17,1453.3,26.62,134.1,72.8,electrical_overcurrent
2026-09-01 22:45:00,pump_unit_02,61.43,1.739,1500.6,9.01,145.95,63.4,normal
2026-09-01 23:00:00,pump_unit_02,54.92,7.32,1435.2,10.97,141.46,58.5,rotor_unbalance
2026-09-01 23:15:00,pump_unit_02,51.24,2.063,1499.1,10.53,149.3,70.8,normal
2026-09-01 23:30:00,pump_unit_02,64.49,10.713,1365.9,10.54,142.19,64.8,rotor_unbalance
2026-09-01 23:45:00,pump_unit_02,52.44,2.075,1493.4,10.0,142.81,60.2,normal
2026-09-02 00:00:00,pump_unit_02,57.53,2.374,1502.0,9.9,137.46,65.5,normal
2026-09-02 00:15:00,pump_unit_02,53.68,2.075,1469.0,10.89,138.1,70.3,normal
2026-09-02 00:30:00,pump_unit_02,75.92,2.174,1509.4,26.54,144.15,70.4,electrical_overcurrent
2026-09-02 00:45:00,pump_unit_02,56.95,1.853,1499.4,11.38,43.26,25.0,hydraulic_pressure_loss
2026-09-02 01:00:00,pump_unit_02,55.33,2.175,1478.7,10.47,135.42,64.0,normal
2026-09-02 01:15:00,pump_unit_02,53.1,10.715,1348.5,11.69,143.01,66.9,rotor_unbalance
2026-09-02 01:30:00,pump_unit_02,53.87,1.739,1487.6,9.74,143.47,69.5,normal
2026-09-02 01:45:00,pump_unit_02,91.93,4.68,1488.7,11.98,132.16,75.6,bearing_overheat_wear
2026-09-02 02:00:00,pump_unit_02,58.48,2.091,1495.4,10.03,138.95,70.3,normal
2026-09-02 02:15:00,pump_unit_02,55.63,1.527,1507.4,10.94,143.27,72.5,normal
2026-09-02 02:30:00,pump_unit_02,71.61,1.54,1470.5,28.35,139.58,65.4,electrical_overcurrent
2026-09-02 02:45:00,pump_unit_02,102.3,5.581,1474.1,11.35,139.28,69.7,bearing_overheat_wear
2026-09-02 03:00:00,pump_unit_02,76.49,1.702,1502.6,25.22,138.02,76.8,electrical_overcurrent
2026-09-02 03:15:00,pump_unit_02,61.25,10.25,1424.0,9.62,135.73,70.8,rotor_unbalance
2026-09-02 03:30:00,pump_unit_02,50.24,1.372,1468.5,10.29,54.89,34.5,hydraulic_pressure_loss
2026-09-02 03:45:00,pump_unit_02,62.34,1.363,1489.1,11.56,142.25,71.4,normal
2026-09-02 04:00:00,pump_unit_02,74.24,2.033,1482.9,23.09,133.13,70.0,electrical_overcurrent
2026-09-02 04:15:00,pump_unit_02,52.82,1.478,1489.7,9.32,141.61,61.1,normal
2026-09-02 04:30:00,pump_unit_02,50.86,1.63,1485.6,11.26,40.68,43.1,hydraulic_pressure_loss
2026-09-02 04:45:00,pump_unit_02,61.99,1.84,1496.0,10.64,34.44,24.6,hydraulic_pressure_loss
2026-09-02 05:00:00,pump_unit_02,82.51,1.705,1466.0,26.45,126.25,66.6,electrical_overcurrent
2026-09-02 05:15:00,pump_unit_02,100.24,6.34,1463.0,10.69,142.78,69.9,bearing_overheat_wear
2026-09-02 05:30:00,pump_unit_02,51.64,2.025,1469.7,9.46,147.58,66.4,normal
2026-09-02 05:45:00,pump_unit_02,55.83,1.769,1515.5,10.01,131.1,63.2,normal
2026-09-02 06:00:00,pump_unit_02,56.38,1.33,1484.1,9.73,138.17,59.7,normal
2026-09-02 06:15:00,pump_unit_02,52.45,9.903,1400.1,10.08,138.04,68.8,rotor_unbalance
2026-09-02 06:30:00,pump_unit_02,52.78,1.451,1497.4,10.78,132.06,68.2,normal
2026-09-02 06:45:00,pump_unit_02,56.2,1.796,1473.2,9.19,64.76,53.6,hydraulic_pressure_loss
2026-09-02 07:00:00,pump_unit_02,54.46,1.965,1484.5,10.1,131.9,53.9,normal
2026-09-02 07:15:00,pump_unit_02,51.55,1.663,1474.2,9.07,139.13,63.6,normal
2026-09-02 07:30:00,pump_unit_02,76.27,1.896,1498.6,22.24,134.66,67.7,electrical_overcurrent
2026-09-02 07:45:00,pump_unit_02,53.91,2.207,1502.6,10.36,138.91,65.7,normal
2026-09-02 08:00:00,pump_unit_02,54.12,1.787,1496.2,9.66,142.66,85.5,normal
2026-09-02 08:15:00,pump_unit_02,56.13,1.572,1503.7,10.24,61.7,42.3,hydraulic_pressure_loss
2026-09-02 08:30:00,pump_unit_02,60.57,1.913,1511.2,9.22,30.13,37.2,hydraulic_pressure_loss
2026-09-02 08:45:00,pump_unit_02,66.7,2.092,1495.1,26.03,132.64,71.0,electrical_overcurrent
2026-09-01 08:00:00,pump_unit_03,49.78,1.816,1493.2,11.14,139.11,63.8,normal
2026-09-01 08:15:00,pump_unit_03,81.67,1.961,1489.2,27.7,132.16,70.3,electrical_overcurrent
2026-09-01 08:30:00,pump_unit_03,87.11,1.47,1493.5,24.94,145.96,63.8,electrical_overcurrent
2026-09-01 08:45:00,pump_unit_03,52.55,1.773,1471.0,10.31,142.25,66.6,normal
2026-09-01 09:00:00,pump_unit_03,58.46,1.909,1484.1,9.98,132.5,61.8,normal
2026-09-01 09:15:00,pump_unit_03,59.3,10.416,1451.0,9.77,141.24,67.2,rotor_unbalance
2026-09-01 09:30:00,pump_unit_03,54.46,1.385,1487.0,9.2,34.83,41.7,hydraulic_pressure_loss
2026-09-01 09:45:00,pump_unit_03,51.05,1.652,1497.1,8.34,141.18,79.4,normal
2026-09-01 10:00:00,pump_unit_03,88.73,7.038,1492.5,9.74,128.62,71.8,bearing_overheat_wear
2026-09-01 10:15:00,pump_unit_03,77.86,1.641,1504.1,19.7,145.24,59.6,electrical_overcurrent
2026-09-01 10:30:00,pump_unit_03,55.34,1.518,1487.1,10.26,140.19,67.5,normal
2026-09-01 10:45:00,pump_unit_03,54.25,9.655,1419.0,10.93,133.16,66.9,rotor_unbalance
2026-09-01 11:00:00,pump_unit_03,60.17,1.952,1475.3,10.74,136.13,64.5,normal
2026-09-01 11:15:00,pump_unit_03,53.28,2.068,1483.4,9.7,36.59,36.3,hydraulic_pressure_loss
2026-09-01 11:30:00,pump_unit_03,62.94,7.25,1414.8,9.26,136.11,64.2,rotor_unbalance
2026-09-01 11:45:00,pump_unit_03,90.19,5.801,1481.2,12.45,137.74,68.4,bearing_overheat_wear
2026-09-01 12:00:00,pump_unit_03,56.04,8.701,1414.4,9.3,147.31,72.9,rotor_unbalance
2026-09-01 12:15:00,pump_unit_03,72.41,2.164,1511.6,19.69,141.51,74.1,electrical_overcurrent
2026-09-01 12:30:00,pump_unit_03,87.29,5.311,1490.1,9.94,139.26,64.6,bearing_overheat_wear
2026-09-01 12:45:00,pump_unit_03,53.93,1.677,1496.4,8.66,142.39,68.0,normal
2026-09-01 13:00:00,pump_unit_03,58.36,1.214,1465.4,10.42,48.3,34.1,hydraulic_pressure_loss
2026-09-01 13:15:00,pump_unit_03,74.73,1.722,1463.4,27.48,146.11,71.9,electrical_overcurrent
2026-09-01 13:30:00,pump_unit_03,101.4,5.439,1491.6,10.8,140.29,61.3,bearing_overheat_wear
2026-09-01 13:45:00,pump_unit_03,89.54,6.349,1517.2,9.48,137.06,68.1,bearing_overheat_wear
2026-09-01 14:00:00,pump_unit_03,90.99,4.997,1478.2,9.89,143.31,64.2,bearing_overheat_wear
2026-09-01 14:15:00,pump_unit_03,56.66,1.592,1492.5,11.03,141.97,59.6,normal
2026-09-01 14:30:00,pump_unit_03,99.28,6.097,1510.4,10.43,140.79,66.7,bearing_overheat_wear
2026-09-01 14:45:00,pump_unit_03,58.05,1.631,1485.8,9.24,134.68,57.0,normal
2026-09-01 15:00:00,pump_unit_03,61.33,2.228,1470.6,10.78,147.11,65.3,normal
2026-09-01 15:15:00,pump_unit_03,47.97,1.88,1479.0,10.36,132.19,71.3,normal
2026-09-01 15:30:00,pump_unit_03,52.26,1.459,1462.7,9.99,137.09,58.7,normal
2026-09-01 15:45:00,pump_unit_03,101.92,6.357,1486.7,11.06,143.01,67.2,bearing_overheat_wear
2026-09-01 16:00:00,pump_unit_03,55.52,1.659,1501.5,9.58,142.55,71.3,normal
2026-09-01 16:15:00,pump_unit_03,59.17,0.886,1485.8,11.02,28.0,28.3,hydraulic_pressure_loss
2026-09-01 16:30:00,pump_unit_03,58.95,1.783,1477.1,9.73,31.99,49.9,hydraulic_pressure_loss
2026-09-01 16:45:00,pump_unit_03,86.81,6.235,1474.7,11.48,139.83,61.0,bearing_overheat_wear
2026-09-01 17:00:00,pump_unit_03,71.04,1.432,1462.3,22.61,130.99,63.5,electrical_overcurrent
2026-09-01 17:15:00,pump_unit_03,94.13,6.756,1468.4,9.68,141.08,61.9,bearing_overheat_wear
2026-09-01 17:30:00,pump_unit_03,52.95,7.515,1415.3,9.98,138.82,63.6,rotor_unbalance
2026-09-01 17:45:00,pump_unit_03,53.49,2.039,1491.5,9.95,140.52,78.2,normal
2026-09-01 18:00:00,pump_unit_03,57.69,1.232,1498.3,11.46,142.44,69.0,normal
2026-09-01 18:15:00,pump_unit_03,55.11,1.724,1483.2,9.97,41.85,41.9,hydraulic_pressure_loss
2026-09-01 18:30:00,pump_unit_03,56.91,1.869,1509.5,10.27,50.29,35.9,hydraulic_pressure_loss
2026-09-01 18:45:00,pump_unit_03,72.94,1.6,1501.5,20.53,132.98,74.7,electrical_overcurrent
2026-09-01 19:00:00,pump_unit_03,57.19,1.421,1521.7,10.73,35.63,50.0,hydraulic_pressure_loss
2026-09-01 19:15:00,pump_unit_03,57.04,1.943,1495.2,9.57,140.65,67.6,normal
2026-09-01 19:30:00,pump_unit_03,67.86,1.97,1456.0,21.86,137.61,75.8,electrical_overcurrent
2026-09-01 19:45:00,pump_unit_03,55.4,2.021,1488.1,11.0,135.03,69.8,normal
2026-09-01 20:00:00,pump_unit_03,57.31,2.375,1483.5,9.1,135.03,72.0,normal
2026-09-01 20:15:00,pump_unit_03,55.36,1.463,1506.5,9.22,145.79,85.1,normal
2026-09-01 20:30:00,pump_unit_03,55.19,1.975,1487.6,8.75,64.71,36.3,hydraulic_pressure_loss
2026-09-01 20:45:00,pump_unit_03,56.33,1.707,1492.4,10.97,139.84,71.2,normal
2026-09-01 21:00:00,pump_unit_03,53.8,1.378,1465.3,9.99,140.28,60.3,normal
2026-09-01 21:15:00,pump_unit_03,55.19,1.153,1481.3,10.53,141.94,61.1,normal
2026-09-01 21:30:00,pump_unit_03,58.58,2.033,1493.6,9.83,55.59,38.1,hydraulic_pressure_loss
2026-09-01 21:45:00,pump_unit_03,80.57,1.828,1506.8,28.85,135.98,57.2,electrical_overcurrent
